0	 1936099
1	 128622625
2	 256526823
3	 383732843
4	 511467319
5	 640297815
6	 768376589
7	 896710563
8	 1023695581
9	 1152189203
10	 1279610589
11	 1406735285
12	 1534031885
13	 1661154999
14	 1787649673
15	 1915224129
16	 2042839069
17	 2171712309
18	 2299442233
19	 2426435211
20	 2554177659
21	 2681167333
22	 2810390355
23	 2937507575
24	 3064794061
25	 3192157619
26	 3320278915
27	 3447419471
28	 3574871075
29	 3703152653
30	 3831725479
31	 3958802143
32	 4086068201
33	 4214651251
34	 2194801571
35	 2322467455
36	 2450972987
37	 2579440117
38	 2707340783
39	 2836095031
40	 2963071031
41	 3090343273
42	 3217763257
43	 3344116353
44	 3472234293
45	 3600336803
46	 3727411693
47	 3854891615
48	 3983041471
49	 4110423933
50	 4238264857
51	 2219466937
52	 2347472203
53	 2475280837
54	 2602389429
55	 2731417493
56	 2859312055
57	 2988391283
58	 3117038837
59	 3244220367
60	 3371355633
61	 3498659853
62	 3626243045
63	 3753477019
64	 3880636035
65	 4009498443
66	 4136555539
67	 4263819709
68	 2245589907
69	 2372654765
70	 2500935611
71	 2627997059
72	 2755293201
73	 2884250429
74	 3012797531
75	 3141308951
76	 3269282137
77	 3395869009
78	 3522613375
79	 3650806877
80	 3778148175
81	 3905500149
82	 4032883629
83	 4160026225
84	 4288813009
85	 2270143549
86	 2398860687
87	 2526005163
88	 2654228567
89	 2781320323
90	 2909118137
91	 3036256011
92	 3165371527
93	 3294175349
94	 3421682689
95	 3548991739
96	 3677799671
97	 3805702931
98	 3932685537
99	 4061627433
100	 4189113079
101	 2169165825
102	 2296263651
103	 2423627923
104	 2551808405
105	 2679063055
106	 2805943661
107	 2934301789
108	 3065370555
109	 3193075031
110	 3320541709
111	 3447917719
112	 3575077723
113	 3702462225
114	 3829852409
115	 3957292479
116	 4084532733
117	 4211818195
118	 2190866367
119	 2318710083
120	 2445831483
121	 2573173207
122	 2701183147
123	 2828565313
124	 2954256717
125	 3081799893
126	 3209176995
127	 3338023063
128	 3465082227
129	 3593819135
130	 3722542681
131	 3851556461
132	 3978965015
133	 4106275833
134	 4232958391
135	 2212832539
136	 2340216859
137	 2467650595
138	 2594735389
139	 2725510745
140	 2854642999
141	 2981888943
142	 3109121913
143	 3236472905
144	 3363818239
145	 3491061425
146	 3618360793
147	 3745721315
148	 3873740405
149	 4001216697
150	 4128573975
151	 4256023497
152	 2236008705
153	 2363217285
154	 2490529117
155	 2619516299
156	 2746629069
157	 2874029837
158	 3001508277
159	 3128877455
160	 3256243611
161	 3383416427
162	 3510643211
163	 3638657521
164	 3765751621
165	 3893204317
166	 4020430701
167	 4147935717
168	 4275186309
169	 2254944859
170	 2382209187
171	 2509423437
172	 2637111247
173	 2764763739
174	 2892044979
175	 3019401031
176	 3144961639
177	 3272315769
178	 3399893623
179	 3527259651
180	 3654805841
181	 3782083827
182	 3909337943
183	 4036692161
184	 4164215493
185	 4291197889
186	 2271513283
187	 2398567225
188	 2525841035
189	 2654729515
190	 2782096815
191	 2911335651
192	 3038642645
193	 3165868513
194	 3293345011
195	 3421149329
196	 3548206149
197	 3673696865
198	 3802774963
199	 3930097793
200	 4056801313
201	 4184640731
202	 2165726655
203	 2292793387
204	 2420666315
205	 2547727745
206	 2674980875
207	 2802351505
208	 2930793723
209	 3058946855
210	 3187122327
211	 3314287755
212	 3441504525
213	 3568627467
214	 3695850667
215	 3823105665
216	 3951051047
217	 4078679197
218	 4205820617
219	 2185895009
220	 2313006087
221	 2439245355
222	 2567013569
223	 2695095527
224	 2822141969
225	 2949638735
226	 3076650459
227	 3204093435
228	 3332902847
229	 3460351655
230	 3587780773
231	 3715157937
232	 3842397459
233	 3970284573
234	 4097388547
235	 4226481485
236	 2206178467
237	 2334670189
238	 2463283425
239	 2591055369
240	 2719844215
241	 2847388635
242	 2976202541
243	 3103151917
244	 3232353839
245	 3361007327
246	 3489997447
247	 3618408959
248	 3745928351
249	 3874357319
250	 4002288261
251	 4129334529
252	 4257383087
253	 2238554723
254	 2365561953
255	 2492824797
256	 2620784347
257	 2748807577
258	 2875806731
259	 3003889387
260	 3131013931
261	 3258339487
262	 3387252661
263	 3514407943
264	 3641563841
265	 3768798467
266	 3895961423
267	 4023293431
268	 4150565801
269	 4279145719
270	 2258973765
271	 2386209181
272	 2514128731
273	 2641361211
274	 2767896505
275	 2895124535
276	 3022244409
277	 3149704941
278	 3277294841
279	 3405712931
280	 3532716155
281	 3660184873
282	 3787562515
283	 3914884873
284	 4043972083
285	 4171281385
286	 2151344715
287	 2278368631
288	 2405869301
289	 2533119865
290	 2661637135
291	 2788941973
292	 2916771695
293	 3043755503
294	 3171084663
295	 3298597575
296	 3425377493
297	 3551289301
298	 3680087841
299	 3807194193
300	 3935679257
301	 4064529711
302	 4191515641
303	 2171068727
304	 2298463609
305	 2425971819
306	 2553857649
307	 2682595009
308	 2810365725
